,city,price,beds,baths,sqft,url,address,ins_dttm,extract_dttm,delete_dttm,orig_listing_price,list_price_change
240,Milwaukee,"$299,900",4 beds,2 baths,"2,236 ",https://www.redfin.com/WI/Milwaukee/2217-N-60th-St-53208/home/90334491,"2217 N 60th St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$299,900",
241,Milwaukee,"$335,000",No Data Available,No Data Available,No Data Available,https://www.redfin.com/WI/Milwaukee/3946-W-Galena-St-53208/unit-3948/home/185307032,"3946 W Galena St #3948, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$335,000",
242,Milwaukee,"$95,000",6 beds,2 baths,"2,303 ",https://www.redfin.com/WI/Milwaukee/2031-N-37th-St-53208/unit-2031A/home/191035171,"2031 N 37th St Unit 2031A, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$95,000",
243,Milwaukee,"$259,900",4 beds,2 baths,"2,028 ",https://www.redfin.com/WI/Milwaukee/1757-N-55th-St-53208/home/90225820,"1757 N 55th St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$259,900",
244,Milwaukee,"$85,000",5 beds,1.5 baths,"1,899 ",https://www.redfin.com/WI/Milwaukee/1947-N-37th-St-53208/home/57717442,"1947 N 37th St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$85,000",
245,Milwaukee,"$735,000",No Data Available,No Data Available,No Data Available,https://www.redfin.com/WI/Milwaukee/3303-W-Juneau-Ave-53208/unit-3311/home/172017080,"3303 W Juneau Ave #3311, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$735,000",
246,Milwaukee,"$80,999",4 beds,2 baths,"2,214 ",https://www.redfin.com/WI/Milwaukee/1945-N-39th-St-53208/unit-1947/home/183383376,"1945 N 39th St #1947, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$80,999",
247,Milwaukee,"$184,900",4 beds,2 baths,"2,762 ",https://www.redfin.com/WI/Milwaukee/3521-W-Highland-Blvd-53208/unit-3523/home/190230589,"3521 W Highland Blvd #3523, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$184,900",
248,Milwaukee,"$340,000",No Data Available,No Data Available,"5,663 ",https://www.redfin.com/WI/Milwaukee/4018-W-Lisbon-Ave-53208/home/90225877,"4018 W Lisbon Ave, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$340,000",
249,Milwaukee,"$335,900",3 beds,3 baths,"1,793 ",https://www.redfin.com/WI/Milwaukee/4815-W-Galena-St-53208/home/90228163,"4815 W Galena St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$335,900",
250,Milwaukee,"$134,300",3 beds,2 baths,"1,300 ",https://www.redfin.com/WI/Milwaukee/2010-N-31st-St-53208/home/90225586,"2010 N 31st St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$134,300",
251,Milwaukee,"$15,000",No Data Available,No Data Available,"4,356 ",https://www.redfin.com/WI/Milwaukee/2139-2141-N-32nd-St-53208/home/187600771,"2139-2141 N 32nd St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$15,000",
252,Milwaukee,"$199,900",4 beds,2 baths,"1,548 ",https://www.redfin.com/WI/Milwaukee/4532-N-21st-St-53209/home/57676631,"4532 N 21st St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$199,900",
253,Milwaukee,"$170,000",2 beds,2 baths,"1,463 ",https://www.redfin.com/WI/Milwaukee/1730-W-Green-Tree-Rd-53209/unit-205/home/87705250,"1730 W Green Tree Rd #205, Glendale, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$170,000",
254,Milwaukee,"$189,900",3 beds,1 bath,"2,136 ",https://www.redfin.com/WI/Milwaukee/5441-N-37th-St-53209/home/57753131,"5441 N 37th St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$189,900",
255,Milwaukee,"$269,900",4 beds,2 baths,"1,825 ",https://www.redfin.com/WI/Milwaukee/3914-W-Portage-St-53209/home/90343451,"3914 W Portage St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$269,900",
256,Milwaukee,"$149,900",4 beds,2 baths,"1,714 ",https://www.redfin.com/WI/Milwaukee/5435-N-40th-St-53209/unit-A/home/90347866,"5435 N 40th St Unit 5435A, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$149,900",
257,Milwaukee,"$125,000",3 beds,1.5 baths,864 ,https://www.redfin.com/WI/Milwaukee/5419-N-20th-St-53209/home/90200688,"5419 N 20th St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$125,000",
258,Milwaukee,"$350,000",3 beds,2 baths,"2,213 ",https://www.redfin.com/WI/Milwaukee/2724-W-Vera-Ave-53209/home/57675191,"2724 W Vera Ave, Glendale, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$350,000",
259,Milwaukee,"$150,000",3 beds,1 bath,"1,098 ",https://www.redfin.com/WI/Milwaukee/5514-N-42nd-St-53209/home/57698589,"5514 N 42nd St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$150,000",
260,Milwaukee,"$209,900",4 beds,1 bath,"1,352 ",https://www.redfin.com/WI/Milwaukee/6028-N-38th-St-53209/home/57756682,"6028 N 38th St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$209,900",
261,Milwaukee,"$139,900",4 beds,2 baths,"1,759 ",https://www.redfin.com/WI/Milwaukee/2827-W-Bobolink-Ave-53209/unit-2827A/home/58052180,"2827 W Bobolink Ave Unit 2827A, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$139,900",
262,Milwaukee,"$150,000",4 beds,1 bath,"1,466 ",https://www.redfin.com/WI/Milwaukee/1921-W-Hope-Ave-53209/home/90207924,"1921 W Hope Ave, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$150,000",
263,Milwaukee,"$229,900",4 beds,2 baths,"1,522 ",https://www.redfin.com/WI/Milwaukee/4104-Good-Hope-Rd-53209/home/90343438,"4104 W Good Hope Rd, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$229,900",
264,Milwaukee,"$20,000",2 beds,1 bath,752 ,https://www.redfin.com/WI/Milwaukee/5038-N-19th-Pl-53209/home/90200843,"5038 N 19th Pl, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$20,000",
265,Milwaukee,"$315,000",3 beds,1.5 baths,"1,392 ",https://www.redfin.com/WI/Milwaukee/4616-N-Elm-Tree-Rd-53209/home/57972979,"4616 N Elm Tree Rd, Glendale, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$315,000",
266,Milwaukee,"$229,900",4 beds,2.5 baths,"1,837 ",https://www.redfin.com/WI/Milwaukee/1934-W-Congress-St-53209/home/90206907,"1934 W Congress St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$229,900",
267,Milwaukee,"$249,900",4 beds,1 bath,"1,650 ",https://www.redfin.com/WI/Milwaukee/5919-N-35th-St-53209/home/90345932,"5919 N 35th St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$249,900",
268,Milwaukee,"$339,900",3 beds,2 baths,"2,021 ",https://www.redfin.com/WI/Milwaukee/7140-N-Braeburn-Ln-53209/home/57747134,"7140 N Braeburn Ln, Glendale, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$339,900",
269,Milwaukee,"$279,900",3 beds,1.5 baths,"1,828 ",https://www.redfin.com/WI/Milwaukee/5629-N-Dexter-Ave-53209/home/90288725,"5629 N Dexter Ave, Glendale, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$279,900",
270,Milwaukee,"$189,900",3 beds,1 bath,"1,388 ",https://www.redfin.com/WI/Milwaukee/4973-N-36th-St-53209/home/90348472,"4973 N 36th St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$189,900",
271,Milwaukee,"$179,900",3 beds,1.5 baths,"1,413 ",https://www.redfin.com/WI/Milwaukee/5638-N-35th-St-53209/home/90197416,"5638 N 35th St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$179,900",
272,Milwaukee,"$189,900",4 beds,2 baths,"1,709 ",https://www.redfin.com/WI/Milwaukee/4731-N-35th-St-53209/home/90351100,"4731 N 35th St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$189,900",
273,Milwaukee,"$39,900",No Data Available,No Data Available,No Data Available,https://www.redfin.com/WI/Milwaukee/3629-W-Hampton-Ave-53209/home/191541755,"3629 W Hampton Ave, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$39,900",
274,Milwaukee,"$275,000",2 beds,1 bath,"1,493 ",https://www.redfin.com/WI/Milwaukee/5663-N-Crestwood-Blvd-53209/home/57709047,"5663 N Crestwood Blvd, Glendale, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$275,000",
275,Milwaukee,"$165,000",3 beds,1 bath,"1,004 ",https://www.redfin.com/WI/Milwaukee/1128-W-Capitol-Dr-53206/home/90351457,"1128 W Capitol Dr, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$165,000",
276,Milwaukee,"$89,900",1 bed,1 bath,632 ,https://www.redfin.com/WI/Milwaukee/9500-N-Green-Bay-Rd-53209/unit-308/home/90280725,"9500 N Green Bay Rd #308, Brown Deer, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$89,900",
277,Milwaukee,"$135,000",3 beds,1 bath,"1,008 ",https://www.redfin.com/WI/Milwaukee/5331-N-33rd-St-53209/home/76312342,"5331 N 33rd St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$135,000",
278,Milwaukee,"$130,000",3 beds,1 bath,"1,053 ",https://www.redfin.com/WI/Milwaukee/5233-N-38th-St-53209/home/57713141,"5233 N 38th St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$130,000",
279,Milwaukee,"$123,900",4 beds,1.5 baths,"1,243 ",https://www.redfin.com/WI/Milwaukee/4920-N-36th-St-53209/home/57973144,"4920 N 36th St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$123,900",
280,Milwaukee,"$154,900",3 beds,2 baths,"1,288 ",https://www.redfin.com/WI/Milwaukee/5680-N-41st-St-53209/home/57705082,"5680 N 41st St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$154,900",
281,Milwaukee,"$45,000",2 beds,1 bath,704 ,https://www.redfin.com/WI/Milwaukee/4766-N-22nd-St-53209/home/90207075,"4766 N 22nd St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$45,000",
282,Milwaukee,"$99,900",4 beds,2 baths,"2,376 ",https://www.redfin.com/WI/Milwaukee/4611-N-38th-St-53209/unit-4613/home/185277887,"4611 N 38th St #4613, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$99,900",
283,Milwaukee,"$99,900",4 beds,1 bath,"1,084 ",https://www.redfin.com/WI/Milwaukee/5034-N-42nd-St-53209/home/90201356,"5034 N 42nd St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$99,900",
284,Milwaukee,"$59,000",2 beds,1 bath,702 ,https://www.redfin.com/WI/Milwaukee/4343-N-19th-Pl-53209/home/90207230,"4343 N 19th Pl, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$59,000",
285,Milwaukee,"$275,000",3 beds,2 baths,"1,488 ",https://www.redfin.com/WI/Milwaukee/4661-N-Elm-Tree-Rd-53209/home/57644739,"4661 N Elm Tree Rd, Glendale, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$275,000",
286,Milwaukee,"$74,900",2 beds,1 bath,776 ,https://www.redfin.com/WI/Milwaukee/4755-N-36th-St-53209/home/57756340,"4755 N 36th St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$74,900",
287,Milwaukee,"$149,900",5 beds,2 baths,"3,700 ",https://www.redfin.com/WI/Milwaukee/4502-N-41st-St-53209/home/191429903,"4502 N 41st St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$149,900",
288,Glendale,"$235,000",2 beds,2 baths,"1,172 ",https://www.redfin.com/WI/Glendale/1600-W-Green-Tree-Rd-53209/unit-202/home/191421529,"1600 W Green Tree Rd #202, Glendale, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$235,000",
289,Milwaukee,"$100,000",2 beds,1.5 baths,"1,172 ",https://www.redfin.com/WI/Milwaukee/4050-W-Rivers-Edge-Cir-53209/unit-4/home/58022160,"4050 W Rivers Edge Cir #4, Brown Deer, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$100,000",
290,Milwaukee,"$67,200",2 beds,1 bath,725 ,https://www.redfin.com/WI/Milwaukee/3105-W-Glendale-Ave-53209/home/90206415,"3105 W Glendale Ave, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$67,200",
291,Milwaukee,"$239,900",3 beds,2 baths,"1,600 ",https://www.redfin.com/WI/Milwaukee/1900-W-Sheridan-Ave-53209/home/90201235,"1900 W Sheridan Ave, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$239,900",
292,Milwaukee,"$179,900",6 beds,2 baths,"2,658 ",https://www.redfin.com/WI/Milwaukee/2725-N-53rd-St-53210/unit-2727/home/191739754,"2725 N 53rd St #2727, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$179,900",
293,Milwaukee,"$189,900",4 beds,2 baths,"2,152 ",https://www.redfin.com/WI/Milwaukee/2950-2952-N-54th-St-53210/home/191720990,"2950-2952 N 54th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$189,900",
294,Milwaukee,"$190,000",3 beds,2 baths,"1,038 ",https://www.redfin.com/WI/Milwaukee/6031-W-Burleigh-St-53210/home/57947411,"6031 W Burleigh St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$190,000",
295,Milwaukee,"$184,900",5 beds,2 baths,"3,192 ",https://www.redfin.com/WI/Milwaukee/2723-N-45th-St-53210/unit-2725/home/185295801,"2723 N 45th St #2725, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$184,900",
296,Milwaukee,"$385,000",3 beds,1.5 baths,"2,481 ",https://www.redfin.com/WI/Milwaukee/7110-W-Hadley-St-53210/home/90218630,"7110 W Hadley St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$385,000",
297,Milwaukee,"$299,900",6 beds,2 baths,"3,592 ",https://www.redfin.com/WI/Milwaukee/2876-N-49th-St-53210/unit-2878/home/185282188,"2876 N 49th St #2878, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$299,900",
298,Milwaukee,"$249,900",4 beds,2.5 baths,"2,413 ",https://www.redfin.com/WI/Milwaukee/2957-N-52nd-St-53210/home/90218752,"2957 N 52nd St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$249,900",
299,Milwaukee,"$129,900",4 beds,1 bath,"1,309 ",https://www.redfin.com/WI/Milwaukee/2438-N-48th-St-53210/home/90224305,"2438 N 48th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$129,900",
300,Milwaukee,"$120,000",4 beds,2 baths,"1,712 ",https://www.redfin.com/WI/Milwaukee/3061-N-52nd-St-53210/home/61588392,"3061 N 52nd St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$120,000",
301,Milwaukee,"$120,000",3 beds,1 bath,"1,168 ",https://www.redfin.com/WI/Milwaukee/2513-N-33rd-St-53210/home/90362145,"2513 N 33rd St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$120,000",
302,Milwaukee,"$339,900",4 beds,2 baths,"1,966 ",https://www.redfin.com/WI/Milwaukee/2929-N-72nd-St-53210/home/191583248,"2929 N 72nd St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$339,900",
303,Milwaukee,"$99,900",1 bed,1 bath,688 ,https://www.redfin.com/WI/Milwaukee/2552-N-53rd-St-53210/home/90362865,"2552 N 53rd St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$99,900",
304,Milwaukee,"$299,000",3 beds,1.5 baths,"1,552 ",https://www.redfin.com/WI/Milwaukee/2728-N-63rd-St-53210/home/57990378,"2728 N 63rd St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$299,000",
305,Milwaukee,"$199,900",4 beds,2.5 baths,"1,714 ",https://www.redfin.com/WI/Milwaukee/2608-N-37th-St-53210/home/90362503,"2608 N 37th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$199,900",
306,Milwaukee,"$181,000",3 beds,1.5 baths,"1,368 ",https://www.redfin.com/WI/Milwaukee/2579-N-58th-St-53210/home/57763458,"2579 N 58th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$181,000",
307,Milwaukee,"$169,900",5 beds,2 baths,"2,062 ",https://www.redfin.com/WI/Milwaukee/2873-N-41st-St-53210/home/57911450,"2873 N 41st St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$169,900",
308,Milwaukee,"$199,000",4 beds,2 baths,"2,559 ",https://www.redfin.com/WI/Milwaukee/2903-N-50th-St-53210/unit-2905/home/184140345,"2903 N 50th St #2905, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$199,000",
309,Milwaukee,"$42,000",3 beds,1 bath,"1,172 ",https://www.redfin.com/WI/Milwaukee/2656-N-37th-St-53210/home/90224317,"2656 N 37th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$42,000",
310,Milwaukee,"$169,900",4 beds,2 baths,"1,806 ",https://www.redfin.com/WI/Milwaukee/2661-N-44th-St-53210/home/189962249,"2661 N 44th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$169,900",
311,Milwaukee,"$269,900",4 beds,2 baths,"1,448 ",https://www.redfin.com/WI/Milwaukee/2460-N-57th-St-53210/home/90363115,"2460 N 57th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$269,900",
312,Milwaukee,"$81,500",4 beds,2 baths,"2,026 ",https://www.redfin.com/WI/Milwaukee/3033-N-28th-St-53210/home/191021132,"3033 N 28th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$81,500",
313,Milwaukee,"$14,000",3 beds,1 bath,"1,400 ",https://www.redfin.com/WI/Milwaukee/2604-N-37th-St-53210/home/90224338,"2604 N 37th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$14,000",
314,Milwaukee,"$199,900",4 beds,1.5 baths,"1,692 ",https://www.redfin.com/WI/Milwaukee/2432-N-55th-St-53210/home/90224909,"2432 N 55th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$199,900",
315,Milwaukee,"$114,900",2 beds,1 bath,"1,020 ",https://www.redfin.com/WI/Milwaukee/2918-N-60th-St-53210/home/90219410,"2918 N 60th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$114,900",
316,Milwaukee,"$109,900",5 beds,2 baths,"2,088 ",https://www.redfin.com/WI/Milwaukee/2625-N-50th-St-53210/unit-2625A/home/177421763,"2625 N 50th St Unit 2625A, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$109,900",
317,Wauwatosa,"$324,900",3 beds,2 baths,"2,012 ",https://www.redfin.com/WI/Wauwatosa/2333-N-60th-St-53210/home/57657035,"2333 N 60th St, Wauwatosa, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$324,900",
318,Milwaukee,"$98,000",2 beds,1 bath,949 ,https://www.redfin.com/WI/Milwaukee/6200-W-Locust-St-53210/home/57918050,"6200 W Locust St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$98,000",
319,Milwaukee,"$179,000",5 beds,2 baths,"2,376 ",https://www.redfin.com/WI/Milwaukee/2729-N-49th-St-53210/home/190302309,"2729 N 49th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$179,000",
320,Milwaukee,"$125,000",2 beds,1 bath,"1,045 ",https://www.redfin.com/WI/Milwaukee/2667-N-60th-St-53210/home/90224996,"2667 N 60th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$125,000",
321,Milwaukee,"$104,900",4 beds,2 baths,"2,208 ",https://www.redfin.com/WI/Milwaukee/2768-N-28th-St-53210/unit-2770/home/184264630,"2768 N 28th St #2770, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$104,900",
322,Milwaukee,"$185,000",3 beds,2 baths,"1,545 ",https://www.redfin.com/WI/Milwaukee/2868-N-58th-St-53210/home/90219227,"2868 N 58th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$185,000",
323,Milwaukee,"$225,000",4 beds,2 baths,"2,200 ",https://www.redfin.com/WI/Milwaukee/2971-N-38th-St-53210/unit-2973/home/185309849,"2971 N 38th St #2973, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$225,000",
324,Milwaukee,"$139,900",4 beds,1 bath,"1,409 ",https://www.redfin.com/WI/Milwaukee/4430-W-Meinecke-Ave-53210/home/167898100,"4430 W Meinecke Ave, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$139,900",
325,Milwaukee,"$229,900",4 beds,2 baths,"2,108 ",https://www.redfin.com/WI/Milwaukee/2336-N-54th-St-53210/home/190049335,"2336 N 54th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$229,900",
326,Milwaukee,"$850,000",1 bed,1.5 baths,"9,600 ",https://www.redfin.com/WI/Milwaukee/6618-W-Lisbon-Ave-53210/home/103758346,"6618 W Lisbon Ave, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$850,000",
327,Milwaukee,"$5,000",6 beds,2 baths,"3,042 ",https://www.redfin.com/WI/Milwaukee/2476-N-40th-St-53210/unit-2478/home/190940483,"2476 N 40th St #2478, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$5,000",
328,Milwaukee,"$100,000",4 beds,2 baths,"1,958 ",https://www.redfin.com/WI/Milwaukee/3069-N-29th-St-53210/home/58056948,"3069 N 29th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$100,000",
329,Milwaukee,"$149,900",6 beds,2 baths,"2,794 ",https://www.redfin.com/WI/Milwaukee/2835-N-47th-St-53210/unit-2837/home/190804089,"2835 N 47th St #2837, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$149,900",
330,Milwaukee,"$109,900",3 beds,1 bath,"1,890 ",https://www.redfin.com/WI/Milwaukee/2940-N-45th-St-53210/home/90219382,"2940 N 45th St, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$109,900",
331,Milwaukee,"$254,000",4 beds,2 baths,"2,218 ",https://www.redfin.com/WI/Milwaukee/3063-N-55th-St-53210/unit-A/home/90218863,"3063 N 55th St Unit 3063A, Milwaukee, WI 53210",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$254,000",
332,Germantown,"$302,000",2 beds,2 baths,"1,500 ",https://www.redfin.com/WI/Germantown/N97W17936-Mulberry-Ct-53022/home/185271275,"N97W17936 Mulberry Ct, Germantown, WI 53022",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$302,000",
333,Germantown,"$479,900",3 beds,3 baths,"2,558 ",https://www.redfin.com/WI/Germantown/W157N10210-Mohawk-Dr-53022/home/89681465,"W157N10210 Mohawk Dr, Germantown, WI 53022",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$479,900",
334,Germantown,"$449,900",3 beds,2 baths,"2,017 ",https://www.redfin.com/WI/Germantown/W142N10513-Magnolia-Dr-53022/home/57725361,"W142N10513 Magnolia Dr, Germantown, WI 53022",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$449,900",
335,Germantown,"$224,000",2 beds,2 baths,"1,085 ",https://www.redfin.com/WI/Germantown/N113W16241-Sylvan-Cir-53022/unit-108/home/58032961,"N113W16241 Sylvan Cir #108, Germantown, WI 53022",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$224,000",
336,Germantown,"$644,900",4 beds,2.5 baths,"2,281 ",https://www.redfin.com/WI/Germantown/W151N11802-Mistletoe-Rd-53022/home/189695868,"W151N11802 Mistletoe Rd, Germantown, WI 53022",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$644,900",
337,Germantown,"$449,900",3 beds,2.5 baths,"2,157 ",https://www.redfin.com/WI/Germantown/W160N10469-Brook-Hollow-Dr-53022/home/57908472,"W160N10469 Brook Hollow Dr, Germantown, WI 53022",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$449,900",
338,Germantown,"$659,900",3 beds,2.5 baths,"2,142 ",https://www.redfin.com/WI/Germantown/N119W15047-Ivy-Ln-53022/home/189695872,"N119W15047 Ivy Ln, Germantown, WI 53022",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$659,900",
339,Germantown,"$639,900",4 beds,2.5 baths,"2,659 ",https://www.redfin.com/WI/Germantown/N119W15050-Ivy-Ln-53022/home/189695878,"N119W15050 Ivy Ln, Germantown, WI 53022",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$639,900",
340,Germantown,"$219,900",2 beds,2 baths,"1,127 ",https://www.redfin.com/WI/Germantown/N110W17155-Ashbury-Ln-53022/unit-2/home/146361651,"N110W17155 Ashbury Ln #2, Germantown, WI 53022",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$219,900",
341,Germantown,"$499,895",3 beds,2.5 baths,"1,734 ",https://www.redfin.com/WI/Germantown/N101W14201-Sunberry-Rd-53022/home/89669926,"N101W14201 Sunberry Rd, Germantown, WI 53022",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$499,895",
342,Germantown,"$425,000",3 beds,1.5 baths,"1,910 ",https://www.redfin.com/WI/Germantown/N99W16702-Woodcock-Rd-53022/home/89657035,"N99W16702 Woodcock Rd, Germantown, WI 53022",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$425,000",
343,Germantown,"$329,900",3 beds,1 bath,"1,300 ",https://www.redfin.com/WI/Germantown/N96W15830-County-Line-Rd-53022/home/89676860,"N96W15830 County Line Rd, Germantown, WI 53022",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$329,900",
