,city,price,beds,baths,sqft,url,address,ins_dttm,extract_dttm,delete_dttm,orig_listing_price,list_price_change
137,Milwaukee,"$369,900",4 beds,2 baths,"1,531 ",https://www.redfin.com/WI/Milwaukee/2001-W-Vliet-St-53205/home/191606808,"2001 W Vliet St, Milwaukee, WI 53205",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$369,900",
138,Milwaukee,"$145,000",6 beds,2 baths,"2,752 ",https://www.redfin.com/WI/Milwaukee/2222-N-16th-St-53205/unit-2224/home/177381796,"2222 16th St #2224, Milwaukee, WI 53205",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$145,000",
139,Milwaukee,"$325,000",No Data Available,No Data Available,"4,240 ",https://www.redfin.com/WI/Milwaukee/2625-W-North-Ave-53205/home/90225603,"2625 W North Ave, Milwaukee, WI 53205",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$325,000",
140,Milwaukee,"$50,000",No Data Available,No Data Available,0.23 ,https://www.redfin.com/WI/Milwaukee/1814-W-Walnut-St-53205/unit-1816-1820-1822/home/190932322,"1814 W Walnut St Unit -1816, 1820-1822, Milwaukee, WI 53205",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$50,000",
141,Milwaukee,"$95,000",5 beds,2 baths,"2,454 ",https://www.redfin.com/WI/Milwaukee/1922-N-27th-St-53208/unit-1924/home/174197260,"1922 N 27th St #1924, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$95,000",
142,Milwaukee,"$105,000",5 beds,2 baths,"1,750 ",https://www.redfin.com/WI/Milwaukee/1642-N-29th-St-53208/unit-1642A/home/58064543,"1642 N 29th St Unit 1642A, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$105,000",
143,Milwaukee,"$99,000",3 beds,1 bath,"1,090 ",https://www.redfin.com/WI/Milwaukee/2445-N-25th-St-53206/home/57682244,"2445 N 25th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$99,000",
144,Milwaukee,"$50,000",4 beds,1 bath,"2,361 ",https://www.redfin.com/WI/Milwaukee/2726-W-McKinley-Blvd-53208/home/90227556,"2726 W Mckinley Blvd, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$50,000",
145,Milwaukee,"$85,000",No Data Available,No Data Available,"4,791 ",https://www.redfin.com/WI/Milwaukee/500-W-Vine-St-53212/unit-502/home/191283255,"500 W Vine St #502, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$85,000",
146,Milwaukee,"$105,900",No Data Available,No Data Available,"3,208 ",https://www.redfin.com/WI/Milwaukee/1801-W-Meinecke-Ave-53206/home/90223606,"1801 W Meinecke Ave, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$105,900",
147,Milwaukee,"$449,000",5 beds,3 baths,"5,270 ",https://www.redfin.com/WI/Milwaukee/2929-W-Highland-Blvd-53208/home/172725514,"2929 W Highland Blvd, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$449,000",
148,Milwaukee,"$37,900",2 beds,1 bath,809 ,https://www.redfin.com/WI/Milwaukee/408-W-Wright-St-53212/home/90223713,"408 W Wright St, Milwaukee, WI 53212",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$37,900",
149,Milwaukee,"$310,000",3 beds,1 bath,"1,566 ",https://www.redfin.com/WI/Milwaukee/1834-N-Dr-William-Finlayson-St-53212/home/79097714,"1834 Dr William Finlayson St, Milwaukee, WI 53212",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$310,000",
150,Milwaukee,"$74,900",3 beds,1.5 baths,"1,522 ",https://www.redfin.com/WI/Milwaukee/3015-N-11th-Ln-53206/home/90360115,"3015 N 11th Ln, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$74,900",
151,Milwaukee,"$90,000",2 beds,1 bath,"1,022 ",https://www.redfin.com/WI/Milwaukee/3741-N-25th-St-53206/home/90212115,"3741 N 25th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$90,000",
152,Milwaukee,"$134,500",4 beds,2 baths,"1,366 ",https://www.redfin.com/WI/Milwaukee/3135-N-9th-St-53206/home/90214797,"3135 N 9th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$134,500",
153,Milwaukee,"$19,500",2 beds,1 bath,728 ,https://www.redfin.com/WI/Milwaukee/3042-N-19th-St-53206/home/90220564,"3042 N 19th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$19,500",
154,Milwaukee,"$55,000",3 beds,1 bath,"1,204 ",https://www.redfin.com/WI/Milwaukee/2958-N-19th-St-53206/home/90220069,"2958 N 19th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$55,000",
155,Milwaukee,"$109,000",3 beds,2 baths,"1,460 ",https://www.redfin.com/WI/Milwaukee/2749-N-23rd-St-53206/home/103757807,"2749 N 23rd St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$109,000",
156,Milwaukee,"$62,000",4 beds,1.5 baths,"1,701 ",https://www.redfin.com/WI/Milwaukee/3051-N-12th-St-53206/home/90220676,"3051 N 12th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$62,000",
157,Milwaukee,"$79,900",2 beds,1 bath,880 ,https://www.redfin.com/WI/Milwaukee/3253-N-25th-St-53206/home/90318785,"3253 N 25th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$79,900",
158,Milwaukee,"$114,900",3 beds,1 bath,"1,282 ",https://www.redfin.com/WI/Milwaukee/1532-W-Concordia-Ave-53206/home/57760515,"1532 W Concordia Ave, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$114,900",
159,Milwaukee,"$275,000",6 beds,2 baths,"2,626 ",https://www.redfin.com/WI/Milwaukee/3834-N-11th-St-53206/unit-3836/home/180587941,"3834 N 11th St #3836, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$275,000",
160,Milwaukee,"$135,000",3 beds,2 baths,"1,431 ",https://www.redfin.com/WI/Milwaukee/4135-N-25th-St-53209/home/57672545,"4135 N 25th St, Milwaukee, WI 53209",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$135,000",
161,Milwaukee,"$199,900",3 beds,1.5 baths,"1,306 ",https://www.redfin.com/WI/Milwaukee/3625-N-19th-St-53206/home/57912872,"3625 N 19th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$199,900",
162,Milwaukee,"$199,900",No Data Available,No Data Available,No Data Available,https://www.redfin.com/WI/Milwaukee/1917-W-Atkinson-Ave-53206/home/58077985,"1917 W Atkinson Ave, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$199,900",
163,Milwaukee,"$105,000",4 beds,2 baths,"1,573 ",https://www.redfin.com/WI/Milwaukee/2948-N-Mother-Simpson-Way-53206/unit-2948A/home/185295020,"2948 N Mother Simpson Way Unit 2948A, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$105,000",
164,Milwaukee,"$64,900",4 beds,1.5 baths,"1,463 ",https://www.redfin.com/WI/Milwaukee/3358-N-25th-St-53206/home/57902259,"3358 N 25th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$64,900",
165,Milwaukee,"$149,900",4 beds,1.5 baths,"1,600 ",https://www.redfin.com/WI/Milwaukee/3637-N-19th-St-53206/home/90354385,"3637 N 19th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$149,900",
166,Milwaukee,"$96,000",3 beds,1 bath,"1,536 ",https://www.redfin.com/WI/Milwaukee/3941-N-25th-St-53206/home/90212477,"3941 N 25th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$96,000",
167,Milwaukee,"$16,000",4 beds,2 baths,"1,872 ",https://www.redfin.com/WI/Milwaukee/3227-N-15th-St-53206/unit-3229/home/190921138,"3227 N 15th St #3229, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$16,000",
168,Milwaukee,"$20,000",3 beds,1 bath,"1,081 ",https://www.redfin.com/WI/Milwaukee/1114-W-Ring-St-53206/home/90355858,"1114 W Ring St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$20,000",
169,Milwaukee,"$79,000",4 beds,2 baths,"2,019 ",https://www.redfin.com/WI/Milwaukee/3332-N-14th-St-53206/unit-3334/home/58063151,"3332 N 14th St #3334, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$79,000",
170,Milwaukee,"$28,500",4 beds,3.5 baths,"2,514 ",https://www.redfin.com/WI/Milwaukee/1033-W-Keefe-Ave-53206/home/58002783,"1033 W Keefe Ave, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$28,500",
171,Milwaukee,"$89,900",5 beds,3 baths,"2,200 ",https://www.redfin.com/WI/Milwaukee/3157-N-8th-St-53206/unit-3159/home/191414016,"3157 N 8th St #3159, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$89,900",
172,Milwaukee,"$108,000",4 beds,1 bath,"1,392 ",https://www.redfin.com/WI/Milwaukee/2564-N-15th-St-53206/home/90223387,"2564 N 15th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$108,000",
173,Milwaukee,"$139,900",4 beds,2 baths,"2,474 ",https://www.redfin.com/WI/Milwaukee/1532-W-Burleigh-St-53206/home/90215037,"1532 W Burleigh St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$139,900",
174,Milwaukee,"$155,000",4 beds,2 baths,"1,863 ",https://www.redfin.com/WI/Milwaukee/3630-N-12th-St-53206/home/191261342,"3630 N 12th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$155,000",
175,Milwaukee,"$119,900",4 beds,1 bath,"1,256 ",https://www.redfin.com/WI/Milwaukee/2634-N-24th-Pl-53206/home/57834861,"2634 N 24th Pl, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$119,900",
176,Milwaukee,"$149,900",4 beds,1.5 baths,"1,300 ",https://www.redfin.com/WI/Milwaukee/3321-N-10th-St-53206/home/90355880,"3321 N 10th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$149,900",
177,Milwaukee,"$110,000",6 beds,2 baths,"2,784 ",https://www.redfin.com/WI/Milwaukee/2865-N-9th-St-53206/unit-2867/home/190890692,"2865 N 9th St #2867, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$110,000",
178,Milwaukee,"$148,900",4 beds,2 baths,"1,449 ",https://www.redfin.com/WI/Milwaukee/2474-W-Keefe-Ave-53206/home/57941740,"2474 W Keefe Ave, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$148,900",
179,Milwaukee,"$120,000",4 beds,2 baths,"3,291 ",https://www.redfin.com/WI/Milwaukee/3639-N-22nd-St-53206/unit-3641/home/190889797,"3639 N 22nd St #3641, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$120,000",
180,Milwaukee,"$110,000",5 beds,2 baths,"1,851 ",https://www.redfin.com/WI/Milwaukee/1304-W-Ring-St-53206/home/58066792,"1304 W Ring St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$110,000",
181,Milwaukee,"$97,000",5 beds,1 bath,"1,601 ",https://www.redfin.com/WI/Milwaukee/3633-N-19th-St-53206/home/90212928,"3633 N 19th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$97,000",
182,Milwaukee,"$135,000",4 beds,2 baths,"1,576 ",https://www.redfin.com/WI/Milwaukee/3139-N-11th-St-53206/home/90355830,"3139 N 11th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$135,000",
183,Milwaukee,"$37,100",4 beds,1 bath,"1,344 ",https://www.redfin.com/WI/Milwaukee/3918-N-23rd-St-53206/home/90211837,"3918 N 23rd St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$37,100",
184,Milwaukee,"$90,000",4 beds,2 baths,"1,877 ",https://www.redfin.com/WI/Milwaukee/3706-N-26th-St-53206/home/90354191,"3706 N 26th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$90,000",
185,Milwaukee,"$85,000",5 beds,2 baths,"1,736 ",https://www.redfin.com/WI/Milwaukee/3401-N-11th-St-53206/home/190608924,"3401 N 11th St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$85,000",
186,Milwaukee,"$129,999",4 beds,2 baths,"1,092 ",https://www.redfin.com/WI/Milwaukee/3833-N-23rd-St-53206/home/58076838,"3833 N 23rd St, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$129,999",
187,Milwaukee,"$79,900",5 beds,2 baths,"2,419 ",https://www.redfin.com/WI/Milwaukee/2548-N-Teutonia-Ave-53206/home/90223895,"2548 N Teutonia Ave, Milwaukee, WI 53206",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$79,900",
188,Milwaukee,"$274,900",3 beds,1 bath,"1,090 ",https://www.redfin.com/WI/Milwaukee/4036-S-5th-Pl-53207/home/57976936,"4036 S 5th Pl, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$274,900",
189,Milwaukee,"$349,900",3 beds,2 baths,"1,258 ",https://www.redfin.com/WI/Milwaukee/4072-S-Burrell-St-53207/home/58000121,"4072 S Burrell St, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$349,900",
190,Milwaukee,"$232,000",3 beds,1 bath,"1,034 ",https://www.redfin.com/WI/Milwaukee/3960-S-Herman-St-53207/home/57680375,"3960 S Herman St, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$232,000",
191,Milwaukee,"$259,900",4 beds,1 bath,"2,206 ",https://www.redfin.com/WI/Milwaukee/144-W-Allerton-Ave-53207/home/90249449,"144 W Allerton Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$259,900",
192,Milwaukee,"$255,000",2 beds,1 bath,"1,294 ",https://www.redfin.com/WI/Milwaukee/4330-S-Austin-St-53207/home/90249605,"4330 S Austin St, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$255,000",
193,Milwaukee,"$239,900",3 beds,1 bath,"1,058 ",https://www.redfin.com/WI/Milwaukee/156-W-Howard-Ave-53207/home/90378860,"156 W Howard Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$239,900",
194,Milwaukee,"$240,000",3 beds,1 bath,"1,260 ",https://www.redfin.com/WI/Milwaukee/4015-S-Herman-St-53207/home/90249460,"4015 S Herman St, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$240,000",
195,Milwaukee,"$279,900",3 beds,1 bath,"1,344 ",https://www.redfin.com/WI/Milwaukee/1106-E-Holt-Ave-53207/home/90378141,"1106 E Holt Ave, Bay View, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$279,900",
196,Milwaukee,"$280,000",4 beds,1.5 baths,"1,950 ",https://www.redfin.com/WI/Milwaukee/4388-S-Howell-Ave-53207/home/90250006,"4388 S Howell Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$280,000",
197,Milwaukee,"$999,997",4 beds,3 baths,"1,788 ",https://www.redfin.com/WI/Milwaukee/1928-E-Iron-St-53207/home/191547601,"1928 E Iron St, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$999,997",
198,Milwaukee,"$390,000",4 beds,2 baths,"1,857 ",https://www.redfin.com/WI/Milwaukee/2967-S-Kinnickinnic-Ave-53207/unit-2969/home/177681587,"2967 S Kinnickinnic Ave #2969, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$390,000",
199,Milwaukee,"$449,900",6 beds,2 baths,"2,880 ",https://www.redfin.com/WI/Milwaukee/2920-2922-S-Lenox-St-53207/home/191304738,"2920-2922 S Lenox St, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$449,900",
200,Milwaukee,"$220,000",4 beds,1 bath,"1,229 ",https://www.redfin.com/WI/Milwaukee/155-W-Bolivar-Ave-53207/home/90249286,"155 W Bolivar Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$220,000",
201,Milwaukee,"$230,000",3 beds,1 bath,"1,360 ",https://www.redfin.com/WI/Milwaukee/4267-S-1st-Pl-53207/home/57739330,"4267 S 1st Pl, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$230,000",
202,Milwaukee,"$999,997",7 beds,5 baths,"3,082 ",https://www.redfin.com/WI/Milwaukee/1922-E-Iron-St-53207/unit-1928/home/191587616,"1922 E Iron St #1928, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$999,997",
203,Milwaukee,"$625,000",4 beds,1.5 baths,"2,188 ",https://www.redfin.com/WI/Milwaukee/2935-E-Rhode-Island-Ave-53207/home/90244533,"2935 E Rhode Island Avenue East Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$625,000",
204,Milwaukee,"$600,000",3 beds,1.5 baths,"2,437 ",https://www.redfin.com/WI/Milwaukee/605-E-Euclid-Ave-53207/home/90377976,"605 E Euclid Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$600,000",
205,Milwaukee,"$299,900",4 beds,2 baths,"1,350 ",https://www.redfin.com/WI/Milwaukee/4512-S-Jasper-Ave-53207/home/90319825,"4512 S Jasper Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$299,900",
206,Milwaukee,"$214,900",3 beds,1 bath,"1,295 ",https://www.redfin.com/WI/Milwaukee/3620-S-Howell-Ave-53207/home/90245876,"3620 S Howell Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$214,900",
207,Milwaukee,"$273,000",4 beds,1 bath,"1,133 ",https://www.redfin.com/WI/Milwaukee/3624-S-Howell-Ave-53207/home/90245874,"3624 S Howell Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$273,000",
208,Milwaukee,"$239,900",2 beds,1 bath,"1,026 ",https://www.redfin.com/WI/Milwaukee/3423-S-Kansas-Ave-53207/home/90243921,"3423 S Kansas Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$239,900",
209,Milwaukee,"$289,900",6 beds,2 baths,"2,302 ",https://www.redfin.com/WI/Milwaukee/3026-S-Hanson-Ave-53207/unit-3028/home/58064705,"3026 S Hanson Ave #3028, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$289,900",
210,Milwaukee,"$309,000",4 beds,2.5 baths,"1,352 ",https://www.redfin.com/WI/Milwaukee/3049-S-Hanson-Ave-53207/home/57945366,"3049 S Hanson Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$309,000",
211,Milwaukee,"$619,000",No Data Available,No Data Available,"3,455 ",https://www.redfin.com/WI/Milwaukee/2962-S-Delaware-Ave-53207/unit-A-B/home/189826795,"2962 S Delaware Ave Unit A, B, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$619,000",
212,Milwaukee,"$459,000",4 beds,2 baths,"2,431 ",https://www.redfin.com/WI/Milwaukee/2415-S-Kinnickinnic-Ave-53207/home/190007361,"2415 S Kinnickinnic Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$459,000",
213,Milwaukee,"$398,500",4 beds,1 bath,"1,768 ",https://www.redfin.com/WI/Milwaukee/467-E-Lincoln-Ave-53207/home/90374356,"467 E Lincoln Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$398,500",
214,Milwaukee,"$450,000",2 beds,2 baths,"2,034 ",https://www.redfin.com/WI/Milwaukee/2525-S-Shore-Dr-53207/unit-20B-C/home/189703345,"2525 S Shore Dr Unit 20B, C, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$450,000",
215,Milwaukee,"$400,000",3 beds,1 bath,"1,288 ",https://www.redfin.com/WI/Milwaukee/3459-S-Kinnickinnic-Ave-53207/home/90244358,"3459 S Kinnickinnic Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$400,000",
216,Milwaukee,"$349,900",3 beds,2 baths,"1,351 ",https://www.redfin.com/WI/Milwaukee/1115-E-Oklahoma-Ave-53207/home/57998460,"1115 E Oklahoma Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$349,900",
217,Milwaukee,"$149,000",No Data Available,No Data Available,"3,484 ",https://www.redfin.com/WI/Milwaukee/902-E-Potter-Ave-53207/home/58106494,"902 E Potter Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$149,000",
218,Milwaukee,"$85,000",No Data Available,No Data Available,"4,356 ",https://www.redfin.com/WI/Milwaukee/3405-S-Whitnall-Ave-53207/home/189894464,"3405 S Whitnall Ave, Milwaukee, WI 53207",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$85,000",
219,Milwaukee,"$264,900",4 beds,2 baths,"2,016 ",https://www.redfin.com/WI/Milwaukee/408-410-N-40th-St-53208/home/191743790,"408-410 N 40th St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$264,900",
220,Milwaukee,"$85,000",6 beds,2 baths,"2,440 ",https://www.redfin.com/WI/Milwaukee/2139-N-36th-St-53208/unit-2141/home/177462838,"2139 N 36th St #2141, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$85,000",
221,Milwaukee,"$195,000",4 beds,2 baths,"3,100 ",https://www.redfin.com/WI/Milwaukee/509-N-28th-St-53208/home/90229557,"509 N 28th St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$195,000",
222,Milwaukee,"$105,000",6 beds,2 baths,"2,263 ",https://www.redfin.com/WI/Milwaukee/3541-W-Cherry-St-53208/unit-3543/home/185283914,"3541 W Cherry St #3543, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$105,000",
223,Milwaukee,"$398,000",3 beds,1.5 baths,"2,175 ",https://www.redfin.com/WI/Milwaukee/4923-W-Sunnyside-Dr-53208/home/57738318,"4923 W Sunnyside Dr, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$398,000",
224,Milwaukee,"$285,000",3 beds,1 bath,"1,485 ",https://www.redfin.com/WI/Milwaukee/1302-N-59th-St-53208/home/57900842,"1302 N 59th St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$285,000",
225,Milwaukee,"$374,900",7 beds,3 baths,"2,848 ",https://www.redfin.com/WI/Milwaukee/1523-N-47th-St-53208/unit-1525/home/185291490,"1523 N 47th St #1525, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$374,900",
226,Milwaukee,"$184,999",4 beds,2 baths,"1,606 ",https://www.redfin.com/WI/Milwaukee/431-N-29th-St-53208/home/57678095,"431 N 29th St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$184,999",
227,Milwaukee,"$199,900",No Data Available,No Data Available,"3,160 ",https://www.redfin.com/WI/Milwaukee/971-N-37th-St-53208/unit-975/home/172014604,"971 N 37th St Unit -975, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$199,900",
228,Milwaukee,"$599,900",4 beds,2.5 baths,"2,520 ",https://www.redfin.com/WI/Milwaukee/4707-W-Woodlawn-Ct-53208/home/57994821,"4707 W Woodlawn Ct, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$599,900",
229,Milwaukee,"$119,000",4 beds,2 baths,"1,962 ",https://www.redfin.com/WI/Milwaukee/2123-N-33rd-St-53208/home/90225666,"2123 N 33rd St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$119,000",
230,Milwaukee,"$269,500",5 beds,2 baths,"2,278 ",https://www.redfin.com/WI/Milwaukee/1444-N-48th-St-53208/home/191549315,"1444 N 48th St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$269,500",
231,Milwaukee,"$90,500",4 beds,2 baths,"2,116 ",https://www.redfin.com/WI/Milwaukee/403-N-32nd-St-53208/home/57759686,"403 N 32nd St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$90,500",
232,Milwaukee,"$269,900",3 beds,1 bath,"1,229 ",https://www.redfin.com/WI/Milwaukee/1368-N-Hawley-Rd-53208/home/90228464,"1368 N Hawley Rd, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$269,900",
233,Milwaukee,"$299,900",4 beds,3 baths,"1,772 ",https://www.redfin.com/WI/Milwaukee/1925-N-54th-St-53208/home/57666345,"1925 N 54th St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$299,900",
234,Milwaukee,"$115,900",5 beds,2 baths,"1,928 ",https://www.redfin.com/WI/Milwaukee/2017-N-40th-St-53208/unit-2021/home/177853180,"2017 N 40th St #2021, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$115,900",
235,Milwaukee,"$309,900",4 beds,3 baths,"2,391 ",https://www.redfin.com/WI/Milwaukee/1600-N-49th-St-53208/unit-1602/home/191473364,"1600 N 49th St #1602, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$309,900",
236,Milwaukee,"$119,900",6 beds,2 baths,"1,425 ",https://www.redfin.com/WI/Milwaukee/1508-N-39th-St-53208/unit-1510/home/190191859,"1508 N 39th St #1510, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$119,900",
237,Milwaukee,"$494,900",3 beds,2.5 baths,"2,869 ",https://www.redfin.com/WI/Milwaukee/3402-W-Saint-Paul-Ave-53208/home/90367215,"3402 W Saint Paul Ave, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$494,900",
238,Milwaukee,"$229,000",3 beds,2 baths,"1,454 ",https://www.redfin.com/WI/Milwaukee/2010-N-55th-St-53208/home/90224915,"2010 N 55th St, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$229,000",
239,Milwaukee,"$305,000",5 beds,2 baths,"2,876 ",https://www.redfin.com/WI/Milwaukee/1907-N-47th-St-53208/unit-1909/home/185308695,"1907 N 47th St #1909, Milwaukee, WI 53208",2024-07-20-00-00-25,2024-07-20-00-00-25,,"$305,000",
